userName;score;at;content
Pengguna Google;5;27/10/2025 21:13;game nya bagus, banyak perkembangan dari game nya, banyak tambahan map yang keren dan menyenangkan, memberikan pengalaman bermain baru dan menyenangkan, untuk bug nya bisa diperbaiki lagi, tapi untuk sekarang sepertinya bug nya sudah tidak ada lagi, dan jarang saya menemukan bug, semoga kedepannya game ini semakin banyak peminatnya.
Pengguna Google;5;25/10/2025 07:49;"aku suka game nya bagus dan banyak game menarik untuk di mainkan tapi entah karena HP ku yg kentang karena di game nya sering muncul notifikasi ""gemeplay paused gemeplay has been paused: please wait while the game content loads."" nah notifikasi seperti itu setiap main game terkadang stuck di notifikasi itu dan harus ulang main tapi aku suka dengan game nya tolong di perbarui ya ok Makasih"
Pengguna Google;5;04/11/2025 04:17;game ini sangat seru sekali banyak map² yg bisa kita coba contoh ya grow a garden itu map yg saya sukai karena kita belajar dari map itu kita bisa mendekor kebun kita sesuai mau kita dan juga kita bisa menanam pohon Bunga atau selain itu juga bisa kita bisa beli kosmetik itu saja ulasan saya game ini tidak lemot atau ngelek pokoknya game Roblox itu tidak membosankan bagi saya terima kasih untuk yang membuat game ini 😊
Pengguna Google;5;04/11/2025 05:16;Game nya seru banget,ada edukasi, petualangan, horror, keseruan, santai, humor dan lainnya. Game ini sangat seruuuu👍🏻‼️, saya tidak bisa menjelaskan, karena ini game favorite saya nomer 1 di hati, tapi sayang nya cepat menghabiskan kuota, dan sering nge-bug atau nge-lag tiba²😔, selain itu tak ada masalah lagi, thanks Roblox Corporationn‼️😇🥰
Pengguna Google;5;29/10/2025 00:20;game seru, kalau udah bisa ngakalin bug mah enak, kadang gabisa gerakin kamera, nah itu ada caranya, pencet logo roblox atau kalo di pc pencet esc, nah pencet lagi, udah bisa tuh ngakalinnya, sekian sudah tidak ada bug lagi, kalau masih aja begitu mending keluar masuk aplikasi
Pengguna Google;4;09/11/2025 12:45;Roblox, tolong dong perbaiki error 279 yg nyebelin banget saya jadi gak bisa main pas teken coba lagi lama banget loadingnya jadi saya harus keluar dari roblox dulu habis itu baru bisa main. tolong deh perbaiki itu error 279
Pengguna Google;2;02/11/2025 01:29;udh seru bgt, tapi sayangnya masih banyak bug yg perlu di perbaiki, seperti tampilannya ngeblur, device saya bisa dibilang bagus, game selain roblox juga ga ngeblur, ini sedikit mengganggu ketika bermain, terutama di map yg butuh ketelitian, udh itu aja
Pengguna Google;5;05/11/2025 05:02;pokonya ini game bagus banget,aku setiap hari pasti main game ini!tapi terkadang suka lag dan bug,aku juga berharap game ini dapat di main kan secara offline,soalnya banyak orang yang tidak mempunyai data,dan boros dengan data,tapi banyak juga yang memakai dengan wifi,itu saya berharap saja!kalo tidak bisa tidak apa apa,yang penting game ini sangat seru!dan bisa mencari teman online digame ini,dan banyak map yang bisa kita mainkan❕
Pengguna Google;3;24/10/2025 10:39;"minnnn tolong kerjasamanya minnn 🤗🤗 sejauh ini aplikasinya sangat sangat bagussss dan menyenangkannn walaupun kadang-kadang bikin kita emosi...jaringan bagus tiba"" disconnected...main map apa gitu ngelag...muncak?juga ngelag...dll but it's okay.... sukses selalu buat Developernyaa💗💗"
Pengguna Google;5;29/10/2025 11:47;lumayan tapi kalo ngegame gak bisa masuk ke map nya padahal Wi-Fi nya bagus,kalo lagi hias ava karakter nya gak keliatan kayak nge bug gitu, udah pake ini gak keliatan pake apa gak keliatan.'jadi bisa diperbaiki lebih lanjut agar bisa lebih baik untuk anak² berusia berapa kek berapa asal kan tidak ada masalah, mau. forsaken di keluarkan tapi karna ada maksud kan?, tapi bisa gak blokir dihapus?karena teman saya yg tidak salah apa² di blokir. jadi saya rating karena itu aja.dah...
Pengguna Google;1;03/11/2025 15:23;kalo sering beli item di marketplace kenapa harganya semakin mahal ada juga yg bilang top up nya di luar aplikasi/web yg tidak resmi, padahal saya selalu top up melalui aplikasinya langsung, please ayolah perbaiki harga item di marketplace, sering di top up-in malah jadi kikir😑
Pengguna Google;3;07/11/2025 03:08;gamenya bagus sih tapi pas dimainin malah loading lama katanya buat cek koneksi wifi padahal koneksi wifi saya bagus, lancar lagi tapi pas dicoba berkali kali malah gabisa, terpaksa main game lain, padahal kemaren gak loading se lama ini😮‍💨
Pengguna Google;5;30/10/2025 23:16;"setiap saya masuk tiba² akun lain memakai wfi lain/tidak sama pas saya coba main yg lain juga kayak gitu. saya sudah di update tapi kenapa setiap masuk gitu ya?? dan beberapa bug kayak pas main game dandys world saat elevator ke buka untuk mengejakan mesin saya masih loading sedangkan player lain sudah keluar dari elevator. dan satu lagi saat wifi/koneksi saya ful kenapa harus kayak gini""koneksi terputus"" emang harus full ya wifinya??saya harus capek² cari wifi jadi tolong ya dibetulkan."
Pengguna Google;5;06/11/2025 10:49;"ini game seru bangettt, tapi kadang-kadang kalo aku mau main game sistem nya bilang ""maaf sedang terjadi kesalahan saat menghubungi server kami"" saya harap tidak terjadi lagi padahal wifi nya gak ada masalah dan gak lelet"
Pengguna Google;5;31/10/2025 02:35;sejak aku main, banyak banget gamenya tapi minusnya itu banyak juga misalnya,tombol lompat tiba-tiba gak bisa pencet,pas masuk di lobbiy itu ngeleg banget,juga apdate terus ngegangu banet pas mau main ,dan padahal udah bagus banget game nya tapi angabisin kuota juga,tapi yang penting gamenya bagus realistis.dan itu alsanku semoga bermanfaat. see you~~☆ ()() (😄)
Pengguna Google;2;06/11/2025 11:30;Saat update game nya memiliki banyak sekali bug, contohnya tidak bisa masuk private server,saat top up layar nya menjadi putih/hilang, dan saat bermain game yang tidak berat contohnya seperti plant vs brainrot, steal a brainrot, dan lain-lain, tolong game ini diperbaiki secepatnya 🙏
Pengguna Google;5;25/10/2025 01:42;bagus banget sayang nya ava gratis nya sedikit saya mau sekali tapi tidak boleh beli robux plis banget lebih banyakin ava gratis yang keren keren ya dan kadang kalau main sering ke add dan hubungkan kembali di kode eror dan suruh keluar dan kadang males kalau disuruh upgrade lagi dan kadang kalau mau main Brookhaven pasti ada ++ nya entah itu rumah ses*t dan map lain ada ++ nya juga kadang rasanya ingin sekali bermain juga tapi tidak boleh dan kadang pengen kaya orang orang yang bikin voice chat
Pengguna Google;1;09/11/2025 15:54;komunitasnya rame, game nya seru ( sebagian kecil ). lumayan baik. tetapi Kalau nyentuh akun dikit aja biasanya sering terkena masalah, dan juga FACE ID AI salah Prediksi Umur, jauh banget lebih muda. dan sekarang aku tidak bisa mengakses sebagian besar fitur dan 2FA akun dihapus. dan ketika minta di roblox support juga jawabnya LAMA BANGET. tolong diperhatikan kenyamanan player lebih lanjut
Pengguna Google;5;08/11/2025 12:32;Bagus banget game nya banyak banget dan bisa ganti ganti Avatar gratis bisa di edit juga.tapi kalo aku keluar terus mau masuk lagi main lagi gak bisa malah pas masuk langsung keluar!!🙏 Itu aja sih ya terimakasih
Pengguna Google;5;05/11/2025 10:56;Game nya bagus grafiknya juga lumayan. Banyak permainan yg bisa dimainkan, tetapi kadang² ngeselin jaringan full tiba-tiba nge leg gitulah padahal aku main game lain aman-aman aja, tolong dong perbaikin sampe sekarang masih ada ni bug
Pengguna Google;5;26/10/2025 00:31;lumayan, map map nya berkualitas dan aman dari serangan virus, tapi, saya berharap suatu masalah yaitu koneksi/jaringan dan masalah error terhadap server roblox nya sebaiknya tolong dikondisikan dan dipercepat pemulihan nya agar ini tidak membuat semua orang takut jika mereka mengira akunn roblox nya hilang, tolong di baca dan disampaikan ke tim roblox segera
Pengguna Google;5;27/10/2025 08:12;pokoknya game nya tu bagus banget permainan nya lengkap banget lah. Gw tu suka main Steal a brainrod sama Plant vs brainrod . Tapi setiap main tu selalu panas hp aku. kalo bisa harga robuxnya di turunin sampe 26% diskon buat semua orang tapi waktunya terbatas sampe 2-3 tahun aja YA TERIMA KASIH DAN SAMA-SAMA
Pengguna Google;5;06/11/2025 13:28;banyak yang berkata bahwa wifi bagus tapi tetap sering terjadi lag, lag tidak cuma terjadi pada wifi lambat itu mungkin bisa terjadi karna fps hp menjadi lambat ,saya dulu juga berpikir kalau lag hanya terjadi karna wifi lambat tapi setelah saya tau apa itu fps saya menjadi tidak sering marah-marah kepada hal tidak terkait dengan masalah,kita bisa melihat berapa fps hp kita memakai hp tertentu contohnya Oppo pada mode game kita bisa melihat berapa fps hp kita
Pengguna Google;5;05/11/2025 12:40;"gamenya bagus aku suka tapi kalau aku main game troll banyak banyak banget yang jahil, trus juga aku aku tiba tiba hilang yang udh berobux kalau aku main Brookhaven juga banyak banget orang yang tidak sopan ada juga yang kaya gitu""an tolong juga HD nya di tambah ya kak soalnya di tempatku kan wifinya bagus tuh masa ngelag terus penyimpanan hp aku juga masih ada 3 gb HP aku juga ga panas kenapa ya kak? sekian itu aja pertanyaan dari sayaa bye bye"
Pengguna Google;4;06/11/2025 13:48;ini bikin seru apalagi buat yang pemula ada game banyak atau Obby tapi saran saya ada ngeleg dikit kadang bikin kesel tapi seru apalagi kalo saat lagi ngpain atau bosen pada datang game ini sangat cocok bagi semua orang karena banyak map ada 99 malam dan banyak lagi tapi saran saya ada bug dikit tolong hapus bugnya kadang bikin saya ngeselin
Pengguna Google;4;06/11/2025 05:22;game ini bagus banget, cuma terkadang kalau main map malah ketemu orang gajelas yang nyebelin parah, terus juga kadang game nya suka nge bug sendiri padahal jaringannya masih lancar-lancar aja, jadi aku kasih rating 4 dulu ya semoga ulasan ku membantu.
Pengguna Google;1;03/11/2025 10:18;aplikiasi ini banyak bug... kayak loncat sendiri, terus sudah pakai wi-fi pun masih tetap ngebug. dan juga game ini semakin lama harga robux naik. Tolong perbaiki bug di roblox supaya dapat bisa bermain dengan tenang!
Pengguna Google;5;04/11/2025 09:47;game nya seruu!!. bisa mabar sama temen tanpa pake ini itu. tpi bug nya lumayan bnyk siii mulai dari lag,tiba tiba disconnec/ koneksi terputus ,dan kena kick/hack dri owner map nya,DAANNN MASIH BANYAK LAGII dan ak juga udh pernaa top up 2 kli. jadi pas main gag, sab, pvb,dan lain lain itu jadi makinn SERUU. klo bisa tingkat kan lagii biar makin banyak yg maiinnn yaudh segitu ajaa mksh yg udh bacaa♥︎
Pengguna Google;5;07/11/2025 10:31;game nya baguss sih nggak ada yang Ngebug sama sekali,tapi tolong diperbaiki untuk upgrade Roblox,saat saya masuk game nya,ada tulisan untuk upgrade Roblox, tapi saat saya pencet gak ada tulisan upgrade.tolong diperbaiki ya untuk masalahnya.Tapi sudah bagus kok gamenya.Jadi saya kasih bintang 5
Pengguna Google;5;06/11/2025 09:27;BENAR2 SERU, BANYAK MAP BARU YG MENARIK. GAK PERNAH BOSEN MAINNYA DAN UPDATE NYA GAK BIKIN HP DROP. yg bikin Roblox dan map map seru, saya berterimakasih banyak soalnya game nya gak ngebosenin dan bisa dimainkan di waktu luang apalagi bisa Mabar bersama teman itu makin seruu..👍 tapi saran saya sudah bnyak yg salah menggunakan game online seperti digunakan untuk menipu anak2 yg masih di bawah 5 tahun, tolong Roblox cegah itu sekian terimakasih banyak👍
Pengguna Google;4;05/09/2025 02:22;⭐ 4/5 – Kreatif & Seru Roblox itu dunia tanpa batas, banyak game buatan player yang unik dan seru. Grafik simpel tapi bikin nostalgia, komunitas rame banget. Kekurangannya kadang ada bug, game copy-paste, dan server suka lag kalau rame. Tapi overall Roblox tetep asik buat main bareng temen.
Pengguna Google;2;09/11/2025 00:15;lama kelamaan topup robux rasanya makin rugi, item yg ku beli satu persatu menghilang tertulis (item no longer available) masalahnya ini ku beli sudah jadi milikku tapi masih bisa dihapus oleh pihak roblox, rugi dong, 1 item ngk masalah lah tapi makin hari makin banyak, jadi ragu mau beli item yg mahal. postingan ini emang ngk berasa bagi pihak roblox tapi mudahan yg baca bisa lebih bijak lagi agar robux ngk melayang sia sia.
